scriptId,scriptName,scriptCoverUrl,scriptImageContent
559140549362310144,海雀,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250226/638255a357684c3db1f7ac84a603e8bb.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250226/32d613256e5c4b3b90d0b9d378ebba88.webp
558271875046824960,阴阳劫：冥媒正娶,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250224/945c4230eab04147b4d835fd0f176ba6.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250224/cf4a06ff0619448aa98fbd69da504f87.webp
557150828453026816,榆光2：再次许愿,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/b2c424a7b5484e508a6cce9390023821.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250221/bcb7664658964dccb89ef861162a1c3e.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/859c1758990c4061a1467b98913827e1.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/98f2def262184f5ca4c893f43a3e72f3.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/4309727137ff41be886530d052435702.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/f2bc8db6912741d29f04f4371361be18.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/cd58c465918e468da8b93a63362e9078.webp@https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250221/a05ddfafde0246dfbe8515591c5e0966.webp
551578314544896512,晶晶,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250206/fead62f6172041caad583a3cb265ba43.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250206/5685ada9b03649cdb67bdcadcb888f6b.webp
554314148582906880,暗光第二部：幽微的真相,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250213/0c1666b3badf4c2db39ad5ce5647dfee.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250213/e910fc7dd1404cb5b9f5eb208bc2bcb7.webp
556172907349400576,于青山下长眠,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250218/52f4851fbfad48a7ae12b1c91ab490c3.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250218/0956771a5405400989c8c1c1ef9a0db5.webp
554309617392409600,【镜土】702局·谁动了我的token,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250213/695d214e6c1742adaf673fad564b6c09.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250213/232c89050a264b04a8676e6d4a0c1b24.webp
551577434076600832,梦渊·玉面虺：古陵疑云,https://file.static.helloaba.cn/backend/platformSource/officialActivity/20250206/c81584a4dca34721bb7d82c47877e9f2.webp,https://file.static.helloaba.cn/backend/platformSource/script/20250206/f655b43221ba47d0803407c1f70f4c78.webp
127921138442605056,寸心,https://file.static.helloaba.cn/backend/platformSource/scriptRecommendTag/20211222/4e8a44e6f72548b29363c8ccd9dfd391.jpg,https://file.static.helloaba.cn/backend/platformSource/scriptRecommendTag/20211222/ec7b9dbf16214d54b2a8dfe5d89e88dd.jpg
86691767388181504,屠灵,https://magic-voicetrans.oss-cn-shenzhen.aliyuncs.com/backend/platformSource/scriptRecommendTag/20210902/64239286bc2f49759a3e454c3b29b393.jpg,https://magic-voicetrans.oss-cn-shenzhen.aliyuncs.com/backend/platformSource/scriptRecommendTag/20210902/0332d1ee8c4e42679d44bfca1d751380.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRecommendTag/20211129/24c439a80d20496d8150c9ff3d2c6668.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/6aa2bf76773349b3ab70c25b28f7749c.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/3156fd97d36e4b11ad8e84d7be90da64.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/4c63cad70a6548f19ecea2779e0c047b.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/84b1568e152140739ccc201eb7f61583.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/e6e204f1d89e4832b869c62998243f9d.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/dd9d0df7142e452b8554fea8f53e2169.jpg@https://file.static.helloaba.cn/backend/platformSource/scriptRole/20211129/0da4336d25104b92994a6dbaa2e99022.jpg
